Year,UNIT_MEASURE,Пол,AGE,Value
2019,Број,M,_T,556961
2019,Број,M,0,4821
2019,Број,M,1,4995
2019,Број,M,2,4870
2019,Број,M,3,4921
2019,Број,M,4,4819
2019,Број,M,5,4887
2019,Број,M,6,4934
2019,Број,M,7,5342
2019,Број,M,8,5366
2019,Број,M,9,5551
2019,Број,M,10,5938
2019,Број,M,11,5721
2019,Број,M,12,5459
2019,Број,M,13,5424
2019,Број,M,14,5524
2019,Број,M,15,5646
2019,Број,M,16,5564
2019,Број,M,17,5689
2019,Број,M,18,6021
2019,Број,M,19,5968
2019,Број,M,20,5984
2019,Број,M,21,6559
2019,Број,M,22,7457
2019,Број,M,23,7312
2019,Број,M,24,7450
2019,Број,M,25,7299
2019,Број,M,26,6066
2019,Број,M,27,6245
2019,Број,M,28,7140
2019,Број,M,29,7027
2019,Број,M,30,7111
2019,Број,M,31,7600
2019,Број,M,32,7516
2019,Број,M,33,7543
2019,Број,M,34,7962
2019,Број,M,35,8171
2019,Број,M,36,8278
2019,Број,M,37,8177
2019,Број,M,38,8143
2019,Број,M,39,8147
2019,Број,M,40,8022
2019,Број,M,41,8168
2019,Број,M,42,8114
2019,Број,M,43,8525
2019,Број,M,44,8176
2019,Број,M,45,7921
2019,Број,M,46,7876
2019,Број,M,47,7992
2019,Број,M,48,7698
2019,Број,M,49,7066
2019,Број,M,50,7606
2019,Број,M,51,7498
2019,Број,M,52,7928
2019,Број,M,53,8072
2019,Број,M,54,8461
2019,Број,M,55,7984
2019,Број,M,56,8111
2019,Број,M,57,8540
2019,Број,M,58,8486
2019,Број,M,59,8615
2019,Број,M,60,8432
2019,Број,M,61,8563
2019,Број,M,62,7709
2019,Број,M,63,8398
2019,Број,M,64,8289
2019,Број,M,65,8753
2019,Број,M,66,7957
2019,Број,M,67,8140
2019,Број,M,68,6562
2019,Број,M,69,6768
2019,Број,M,70,6719
2019,Број,M,71,5590
2019,Број,M,72,5486
2019,Број,M,73,4872
2019,Број,M,74,3406
2019,Број,M,75,3232
2019,Број,M,76,3176
2019,Број,M,77,3151
2019,Број,M,78,3418
2019,Број,M,79,3617
2019,Број,M,80,3155
2019,Број,M,81,2931
2019,Број,M,82,2633
2019,Број,M,83,2260
2019,Број,M,84,1823
2019,Број,M,85,1495
2019,Број,M,86,1225
2019,Број,M,87,986
2019,Број,M,88,720
2019,Број,M,89,630
2019,Број,M,90,431
2019,Број,M,91,385
2019,Број,M,92,177
2019,Број,M,93,129
2019,Број,M,94,80
2019,Број,M,95,61
2019,Број,M,96,36
2019,Број,M,97,13
2019,Број,M,98,11
2019,Број,M,99,7
2019,Број,M,100,5
2019,Број,M,101,12
2019,Број,M,102,6
2019,Број,M,103,3
2019,Број,M,104,2
2019,Број,M,105,1
2019,Број,M,106,1
2019,Број,M,107,1
2019,Број,M,108,0
2019,Број,M,109,0
2019,Број,M,110,0
2019,Број,M,111,0
2019,Број,M,112,0
2019,Број,M,113,0
2019,Број,M,114,0
2019,Број,M,115,0
2019,Број,M,116,0
2019,Број,M,117,0
2019,Број,M,118,0
2019,Број,M,119,0
2019,Број,M,120+,0
2020,Број,M,_T,554363
2020,Број,M,0,4765
2020,Број,M,1,4820
2020,Број,M,2,4996
2020,Број,M,3,4871
2020,Број,M,4,4920
2020,Број,M,5,4819
2020,Број,M,6,4890
2020,Број,M,7,4937
2020,Број,M,8,5342
2020,Број,M,9,5365
2020,Број,M,10,5550
2020,Број,M,11,5936
2020,Број,M,12,5720
2020,Број,M,13,5458
2020,Број,M,14,5424
2020,Број,M,15,5523
2020,Број,M,16,5644
2020,Број,M,17,5562
2020,Број,M,18,5676
2020,Број,M,19,6007
2020,Број,M,20,5964
2020,Број,M,21,5978
2020,Број,M,22,6551
2020,Број,M,23,7450
2020,Број,M,24,7308
2020,Број,M,25,7447
2020,Број,M,26,7296
2020,Број,M,27,6064
2020,Број,M,28,6245
2020,Број,M,29,7140
2020,Број,M,30,7026
2020,Број,M,31,7110
2020,Број,M,32,7598
2020,Број,M,33,7513
2020,Број,M,34,7540
2020,Број,M,35,7956
2020,Број,M,36,8164
2020,Број,M,37,8270
2020,Број,M,38,8167
2020,Број,M,39,8132
2020,Број,M,40,8135
2020,Број,M,41,8009
2020,Број,M,42,8152
2020,Број,M,43,8095
2020,Број,M,44,8502
2020,Број,M,45,8151
2020,Број,M,46,7896
2020,Број,M,47,7849
2020,Број,M,48,7961
2020,Број,M,49,7664
2020,Број,M,50,7030
2020,Број,M,51,7563
2020,Број,M,52,7452
2020,Број,M,53,7876
2020,Број,M,54,8014
2020,Број,M,55,8391
2020,Број,M,56,7909
2020,Број,M,57,8027
2020,Број,M,58,8442
2020,Број,M,59,8380
2020,Број,M,60,8499
2020,Број,M,61,8310
2020,Број,M,62,8428
2020,Број,M,63,7577
2020,Број,M,64,8237
2020,Број,M,65,8114
2020,Број,M,66,8560
2020,Број,M,67,7773
2020,Број,M,68,7937
2020,Број,M,69,6383
2020,Број,M,70,6562
2020,Број,M,71,6493
2020,Број,M,72,5384
2020,Број,M,73,5264
2020,Број,M,74,4655
2020,Број,M,75,3239
2020,Број,M,76,3056
2020,Број,M,77,2985
2020,Број,M,78,2943
2020,Број,M,79,3170
2020,Број,M,80,3330
2020,Број,M,81,2880
2020,Број,M,82,2652
2020,Број,M,83,2360
2020,Број,M,84,2004
2020,Број,M,85,1598
2020,Број,M,86,1294
2020,Број,M,87,1046
2020,Број,M,88,830
2020,Број,M,89,597
2020,Број,M,90,514
2020,Број,M,91,346
2020,Број,M,92,303
2020,Број,M,93,136
2020,Број,M,94,98
2020,Број,M,95,60
2020,Број,M,96,44
2020,Број,M,97,25
2020,Број,M,98,9
2020,Број,M,99,7
2020,Број,M,100,4
2020,Број,M,101,3
2020,Број,M,102,8
2020,Број,M,103,3
2020,Број,M,104,2
2020,Број,M,105,1
2020,Број,M,106,1
2020,Број,M,107,0
2020,Број,M,108,0
2020,Број,M,109,0
2020,Број,M,110,0
2020,Број,M,111,0
2020,Број,M,112,0
2020,Број,M,113,0
2020,Број,M,114,0
2020,Број,M,115,0
2020,Број,M,116,0
2020,Број,M,117,0
2020,Број,M,118,0
2020,Број,M,119,0
2020,Број,M,120+,0
2025,Број,M,_T,540706
2025,Број,M,0,4485
2025,Број,M,1,4539
2025,Број,M,2,4595
2025,Број,M,3,4654
2025,Број,M,4,4711
2025,Број,M,5,4767
2025,Број,M,6,4824
2025,Број,M,7,5001
2025,Број,M,8,4875
2025,Број,M,9,4924
2025,Број,M,10,4823
2025,Број,M,11,4891
2025,Број,M,12,4934
2025,Број,M,13,5338
2025,Број,M,14,5361
2025,Број,M,15,5546
2025,Број,M,16,5931
2025,Број,M,17,5714
2025,Број,M,18,5444
2025,Број,M,19,5399
2025,Број,M,20,5497
2025,Број,M,21,5613
2025,Број,M,22,5529
2025,Број,M,23,5651
2025,Број,M,24,5992
2025,Број,M,25,5954
2025,Број,M,26,5972
2025,Број,M,27,6542
2025,Број,M,28,7433
2025,Број,M,29,7291
2025,Број,M,30,7431
2025,Број,M,31,7288
2025,Број,M,32,6073
2025,Број,M,33,6254
2025,Број,M,34,7139
2025,Број,M,35,7022
2025,Број,M,36,7101
2025,Број,M,37,7580
2025,Број,M,38,7491
2025,Број,M,39,7511
2025,Број,M,40,7916
2025,Број,M,41,8113
2025,Број,M,42,8210
2025,Број,M,43,8100
2025,Број,M,44,8056
2025,Број,M,45,8048
2025,Број,M,46,7912
2025,Број,M,47,8041
2025,Број,M,48,7971
2025,Број,M,49,8355
2025,Број,M,50,7994
2025,Број,M,51,7727
2025,Број,M,52,7662
2025,Број,M,53,7752
2025,Број,M,54,7447
2025,Број,M,55,6816
2025,Број,M,56,7308
2025,Број,M,57,7172
2025,Број,M,58,7543
2025,Број,M,59,7635
2025,Број,M,60,7954
2025,Број,M,61,7463
2025,Број,M,62,7536
2025,Број,M,63,7879
2025,Број,M,64,7771
2025,Број,M,65,7825
2025,Број,M,66,7595
2025,Број,M,67,7652
2025,Број,M,68,6830
2025,Број,M,69,7363
2025,Број,M,70,7182
2025,Број,M,71,7489
2025,Број,M,72,6709
2025,Број,M,73,6751
2025,Број,M,74,5341
2025,Број,M,75,5391
2025,Број,M,76,5224
2025,Број,M,77,4232
2025,Број,M,78,4033
2025,Број,M,79,3471
2025,Број,M,80,2348
2025,Број,M,81,2148
2025,Број,M,82,2026
2025,Број,M,83,1920
2025,Број,M,84,1979
2025,Број,M,85,1983
2025,Број,M,86,1631
2025,Број,M,87,1422
2025,Број,M,88,1193
2025,Број,M,89,951
2025,Број,M,90,709
2025,Број,M,91,534
2025,Број,M,92,400
2025,Број,M,93,292
2025,Број,M,94,193
2025,Број,M,95,151
2025,Број,M,96,93
2025,Број,M,97,73
2025,Број,M,98,30
2025,Број,M,99,19
2025,Број,M,100,10
2025,Број,M,101,7
2025,Број,M,102,3
2025,Број,M,103,1
2025,Број,M,104,1
2025,Број,M,105,0
2025,Број,M,106,0
2025,Број,M,107,1
2025,Број,M,108,0
2025,Број,M,109,0
2025,Број,M,110,0
2025,Број,M,111,0
2025,Број,M,112,0
2025,Број,M,113,0
2025,Број,M,114,0
2025,Број,M,115,0
2025,Број,M,116,0
2025,Број,M,117,0
2025,Број,M,118,0
2025,Број,M,119,0
2025,Број,M,120+,0
2030,Број,M,_T,525886
2030,Број,M,0,4233
2030,Број,M,1,4281
2030,Број,M,2,4332
2030,Број,M,3,4384
2030,Број,M,4,4435
2030,Број,M,5,4488
2030,Број,M,6,4545
2030,Број,M,7,4603
2030,Број,M,8,4659
2030,Број,M,9,4716
2030,Број,M,10,4771
2030,Број,M,11,4825
2030,Број,M,12,4999
2030,Број,M,13,4873
2030,Број,M,14,4923
2030,Број,M,15,4822
2030,Број,M,16,4890
2030,Број,M,17,4933
2030,Број,M,18,5326
2030,Број,M,19,5338
2030,Број,M,20,5519
2030,Број,M,21,5896
2030,Број,M,22,5679
2030,Број,M,23,5424
2030,Број,M,24,5395
2030,Број,M,25,5497
2030,Број,M,26,5619
2030,Број,M,27,5539
2030,Број,M,28,5663
2030,Број,M,29,6002
2030,Број,M,30,5964
2030,Број,M,31,5983
2030,Број,M,32,6547
2030,Број,M,33,7430
2030,Број,M,34,7285
2030,Број,M,35,7424
2030,Број,M,36,7283
2030,Број,M,37,6077
2030,Број,M,38,6254
2030,Број,M,39,7124
2030,Број,M,40,7001
2030,Број,M,41,7072
2030,Број,M,42,7539
2030,Број,M,43,7443
2030,Број,M,44,7453
2030,Број,M,45,7842
2030,Број,M,46,8023
2030,Број,M,47,8107
2030,Број,M,48,7988
2030,Број,M,49,7931
2030,Број,M,50,7908
2030,Број,M,51,7757
2030,Број,M,52,7865
2030,Број,M,53,7778
2030,Број,M,54,8134
2030,Број,M,55,7765
2030,Број,M,56,7486
2030,Број,M,57,7398
2030,Број,M,58,7456
2030,Број,M,59,7135
2030,Број,M,60,6506
2030,Број,M,61,6944
2030,Број,M,62,6782
2030,Број,M,63,7095
2030,Број,M,64,7137
2030,Број,M,65,7387
2030,Број,M,66,6888
2030,Број,M,67,6911
2030,Број,M,68,7175
2030,Број,M,69,7023
2030,Број,M,70,7011
2030,Број,M,71,6734
2030,Број,M,72,6702
2030,Број,M,73,5900
2030,Број,M,74,6262
2030,Број,M,75,6004
2030,Број,M,76,6144
2030,Број,M,77,5387
2030,Број,M,78,5297
2030,Број,M,79,4084
2030,Број,M,80,4012
2030,Број,M,81,3775
2030,Број,M,82,2964
2030,Број,M,83,2729
2030,Број,M,84,2263
2030,Број,M,85,1473
2030,Број,M,86,1289
2030,Број,M,87,1156
2030,Број,M,88,1037
2030,Број,M,89,1007
2030,Број,M,90,947
2030,Број,M,91,729
2030,Број,M,92,592
2030,Број,M,93,461
2030,Број,M,94,339
2030,Број,M,95,232
2030,Број,M,96,160
2030,Број,M,97,109
2030,Број,M,98,72
2030,Број,M,99,43
2030,Број,M,100,30
2030,Број,M,101,16
2030,Број,M,102,11
2030,Број,M,103,4
2030,Број,M,104,2
2030,Број,M,105,1
2030,Број,M,106,1
2030,Број,M,107,0
2030,Број,M,108,0
2030,Број,M,109,0
2030,Број,M,110,0
2030,Број,M,111,0
2030,Број,M,112,0
2030,Број,M,113,0
2030,Број,M,114,0
2030,Број,M,115,0
2030,Број,M,116,0
2030,Број,M,117,0
2030,Број,M,118,0
2030,Број,M,119,0
2030,Број,M,120+,0
2035,Број,M,_T,509696
2035,Број,M,0,3985
2035,Број,M,1,4034
2035,Број,M,2,4086
2035,Број,M,3,4137
2035,Број,M,4,4186
2035,Број,M,5,4238
2035,Број,M,6,4289
2035,Број,M,7,4340
2035,Број,M,8,4391
2035,Број,M,9,4442
2035,Број,M,10,4494
2035,Број,M,11,4548
2035,Број,M,12,4602
2035,Број,M,13,4659
2035,Број,M,14,4716
2035,Број,M,15,4771
2035,Број,M,16,4825
2035,Број,M,17,4997
2035,Број,M,18,4865
2035,Број,M,19,4908
2035,Број,M,20,4809
2035,Број,M,21,4876
2035,Број,M,22,4914
2035,Број,M,23,5313
2035,Број,M,24,5335
2035,Број,M,25,5518
2035,Број,M,26,5898
2035,Број,M,27,5688
2035,Број,M,28,5440
2035,Број,M,29,5413
2035,Број,M,30,5515
2035,Број,M,31,5638
2035,Број,M,32,5562
2035,Број,M,33,5685
2035,Број,M,34,6019
2035,Број,M,35,5979
2035,Број,M,36,5994
2035,Број,M,37,6547
2035,Број,M,38,7416
2035,Број,M,39,7265
2035,Број,M,40,7399
2035,Број,M,41,7258
2035,Број,M,42,6060
2035,Број,M,43,6230
2035,Број,M,44,7082
2035,Број,M,45,6949
2035,Број,M,46,7010
2035,Број,M,47,7460
2035,Број,M,48,7354
2035,Број,M,49,7351
2035,Број,M,50,7718
2035,Број,M,51,7878
2035,Број,M,52,7943
2035,Број,M,53,7810
2035,Број,M,54,7739
2035,Број,M,55,7701
2035,Број,M,56,7534
2035,Број,M,57,7614
2035,Број,M,58,7501
2035,Број,M,59,7813
2035,Број,M,60,7431
2035,Број,M,61,7139
2035,Број,M,62,7027
2035,Број,M,63,7050
2035,Број,M,64,6716
2035,Број,M,65,6091
2035,Број,M,66,6463
2035,Број,M,67,6275
2035,Број,M,68,6523
2035,Број,M,69,6514
2035,Број,M,70,6688
2035,Број,M,71,6177
2035,Број,M,72,6125
2035,Број,M,73,6275
2035,Број,M,74,6055
2035,Број,M,75,5952
2035,Број,M,76,5619
2035,Број,M,77,5484
2035,Број,M,78,4723
2035,Број,M,79,4897
2035,Број,M,80,4576
2035,Број,M,81,4557
2035,Број,M,82,3879
2035,Број,M,83,3696
2035,Број,M,84,2752
2035,Број,M,85,2602
2035,Број,M,86,2349
2035,Број,M,87,1763
2035,Број,M,88,1546
2035,Број,M,89,1217
2035,Број,M,90,749
2035,Број,M,91,616
2035,Број,M,92,517
2035,Број,M,93,432
2035,Број,M,94,390
2035,Број,M,95,339
2035,Број,M,96,239
2035,Број,M,97,178
2035,Број,M,98,126
2035,Број,M,99,84
2035,Број,M,100,52
2035,Број,M,101,32
2035,Број,M,102,19
2035,Број,M,103,11
2035,Број,M,104,6
2035,Број,M,105,4
2035,Број,M,106,2
2035,Број,M,107,1
2035,Број,M,108,0
2035,Број,M,109,0
2035,Број,M,110,0
2035,Број,M,111,0
2035,Број,M,112,0
2035,Број,M,113,0
2035,Број,M,114,0
2035,Број,M,115,0
2035,Број,M,116,0
2035,Број,M,117,0
2035,Број,M,118,0
2035,Број,M,119,0
2035,Број,M,120+,0
2040,Број,M,_T,492220
2040,Број,M,0,3772
2040,Број,M,1,3811
2040,Број,M,2,3854
2040,Број,M,3,3898
2040,Број,M,4,3943
2040,Број,M,5,3991
2040,Број,M,6,4043
2040,Број,M,7,4095
2040,Број,M,8,4145
2040,Број,M,9,4194
2040,Број,M,10,4245
2040,Број,M,11,4293
2040,Број,M,12,4342
2040,Број,M,13,4392
2040,Број,M,14,4443
2040,Број,M,15,4495
2040,Број,M,16,4548
2040,Број,M,17,4603
2040,Број,M,18,4652
2040,Број,M,19,4703
2040,Број,M,20,4759
2040,Број,M,21,4810
2040,Број,M,22,4980
2040,Број,M,23,4858
2040,Број,M,24,4914
2040,Број,M,25,4821
2040,Број,M,26,4893
2040,Број,M,27,4934
2040,Број,M,28,5331
2040,Број,M,29,5353
2040,Број,M,30,5533
2040,Број,M,31,5913
2040,Број,M,32,5708
2040,Број,M,33,5464
2040,Број,M,34,5437
2040,Број,M,35,5536
2040,Број,M,36,5656
2040,Број,M,37,5578
2040,Број,M,38,5696
2040,Број,M,39,6023
2040,Број,M,40,5978
2040,Број,M,41,5988
2040,Број,M,42,6527
2040,Број,M,43,7378
2040,Број,M,44,7220
2040,Број,M,45,7344
2040,Број,M,46,7199
2040,Број,M,47,6012
2040,Број,M,48,6172
2040,Број,M,49,6999
2040,Број,M,50,6854
2040,Број,M,51,6900
2040,Број,M,52,7326
2040,Број,M,53,7207
2040,Број,M,54,7191
2040,Број,M,55,7531
2040,Број,M,56,7666
2040,Број,M,57,7706
2040,Број,M,58,7553
2040,Број,M,59,7458
2040,Број,M,60,7394
2040,Број,M,61,7209
2040,Број,M,62,7259
2040,Број,M,63,7120
2040,Број,M,64,7380
2040,Број,M,65,6982
2040,Број,M,66,6675
2040,Број,M,67,6538
2040,Број,M,68,6524
2040,Број,M,69,6180
2040,Број,M,70,5569
2040,Број,M,71,5854
2040,Број,M,72,5620
2040,Број,M,73,5769
2040,Број,M,74,5684
2040,Број,M,75,5752
2040,Број,M,76,5228
2040,Број,M,77,5091
2040,Број,M,78,5112
2040,Број,M,79,4826
2040,Број,M,80,4634
2040,Број,M,81,4265
2040,Број,M,82,4052
2040,Број,M,83,3387
2040,Број,M,84,3400
2040,Број,M,85,3064
2040,Број,M,86,2936
2040,Број,M,87,2395
2040,Број,M,88,2182
2040,Број,M,89,1547
2040,Број,M,90,1387
2040,Број,M,91,1183
2040,Број,M,92,835
2040,Број,M,93,687
2040,Број,M,94,504
2040,Број,M,95,288
2040,Број,M,96,219
2040,Број,M,97,169
2040,Број,M,98,129
2040,Број,M,99,105
2040,Број,M,100,82
2040,Број,M,101,52
2040,Број,M,102,35
2040,Број,M,103,22
2040,Број,M,104,13
2040,Број,M,105,7
2040,Број,M,106,4
2040,Број,M,107,2
2040,Број,M,108,1
2040,Број,M,109,0
2040,Број,M,110,0
2040,Број,M,111,0
2040,Број,M,112,0
2040,Број,M,113,0
2040,Број,M,114,0
2040,Број,M,115,0
2040,Број,M,116,0
2040,Број,M,117,0
2040,Број,M,118,0
2040,Број,M,119,0
2040,Број,M,120+,0
2045,Број,M,_T,474085
2045,Број,M,0,3574
2045,Број,M,1,3613
2045,Број,M,2,3655
2045,Број,M,3,3696
2045,Број,M,4,3737
2045,Број,M,5,3779
2045,Број,M,6,3821
2045,Број,M,7,3865
2045,Број,M,8,3908
2045,Број,M,9,3953
2045,Број,M,10,4000
2045,Број,M,11,4048
2045,Број,M,12,4098
2045,Број,M,13,4147
2045,Број,M,14,4196
2045,Број,M,15,4247
2045,Број,M,16,4294
2045,Број,M,17,4343
2045,Број,M,18,4387
2045,Број,M,19,4434
2045,Број,M,20,4488
2045,Број,M,21,4539
2045,Број,M,22,4592
2045,Број,M,23,4650
2045,Број,M,24,4711
2045,Број,M,25,4771
2045,Број,M,26,4827
2045,Број,M,27,5000
2045,Број,M,28,4881
2045,Број,M,29,4939
2045,Број,M,30,4847
2045,Број,M,31,4921
2045,Број,M,32,4963
2045,Број,M,33,5358
2045,Број,M,34,5377
2045,Број,M,35,5553
2045,Број,M,36,5927
2045,Број,M,37,5722
2045,Број,M,38,5478
2045,Број,M,39,5449
2045,Број,M,40,5543
2045,Број,M,41,5658
2045,Број,M,42,5575
2045,Број,M,43,5686
2045,Број,M,44,6004
2045,Број,M,45,5952
2045,Број,M,46,5953
2045,Број,M,47,6475
2045,Број,M,48,7304
2045,Број,M,49,7135
2045,Број,M,50,7247
2045,Број,M,51,7095
2045,Број,M,52,5921
2045,Број,M,53,6068
2045,Број,M,54,6864
2045,Број,M,55,6707
2045,Број,M,56,6736
2045,Број,M,57,7130
2045,Број,M,58,6992
2045,Број,M,59,6952
2045,Број,M,60,7255
2045,Број,M,61,7358
2045,Број,M,62,7370
2045,Број,M,63,7196
2045,Број,M,64,7075
2045,Број,M,65,6980
2045,Број,M,66,6772
2045,Број,M,67,6787
2045,Број,M,68,6622
2045,Број,M,69,6824
2045,Број,M,70,6415
2045,Број,M,71,6085
2045,Број,M,72,5901
2045,Број,M,73,5823
2045,Број,M,74,5451
2045,Број,M,75,4848
2045,Број,M,76,5019
2045,Број,M,77,4737
2045,Број,M,78,4773
2045,Број,M,79,4608
2045,Број,M,80,4563
2045,Број,M,81,4051
2045,Број,M,82,3847
2045,Број,M,83,3757
2045,Број,M,84,3440
2045,Број,M,85,3196
2045,Број,M,86,2837
2045,Број,M,87,2592
2045,Број,M,88,2076
2045,Број,M,89,1991
2045,Број,M,90,1706
2045,Број,M,91,1550
2045,Број,M,92,1194
2045,Број,M,93,1023
2045,Број,M,94,679
2045,Број,M,95,568
2045,Број,M,96,449
2045,Број,M,97,292
2045,Број,M,98,220
2045,Број,M,99,147
2045,Број,M,100,76
2045,Број,M,101,52
2045,Број,M,102,36
2045,Број,M,103,24
2045,Број,M,104,17
2045,Број,M,105,12
2045,Број,M,106,7
2045,Број,M,107,4
2045,Број,M,108,2
2045,Број,M,109,1
2045,Број,M,110,0
2045,Број,M,111,0
2045,Број,M,112,0
2045,Број,M,113,0
2045,Број,M,114,0
2045,Број,M,115,0
2045,Број,M,116,0
2045,Број,M,117,0
2045,Број,M,118,0
2045,Број,M,119,0
2045,Број,M,120+,0
2050,Број,M,_T,455913
2050,Број,M,0,3405
2050,Број,M,1,3437
2050,Број,M,2,3471
2050,Број,M,3,3507
2050,Број,M,4,3543
2050,Број,M,5,3581
2050,Број,M,6,3623
2050,Број,M,7,3666
2050,Број,M,8,3707
2050,Број,M,9,3747
2050,Број,M,10,3788
2050,Број,M,11,3827
2050,Број,M,12,3867
2050,Број,M,13,3910
2050,Број,M,14,3955
2050,Број,M,15,4002
2050,Број,M,16,4050
2050,Број,M,17,4100
2050,Број,M,18,4144
2050,Број,M,19,4190
2050,Број,M,20,4242
2050,Број,M,21,4289
2050,Број,M,22,4337
2050,Број,M,23,4389
2050,Број,M,24,4445
2050,Број,M,25,4502
2050,Број,M,26,4559
2050,Број,M,27,4616
2050,Број,M,28,4675
2050,Број,M,29,4736
2050,Број,M,30,4797
2050,Број,M,31,4853
2050,Број,M,32,5028
2050,Број,M,33,4911
2050,Број,M,34,4968
2050,Број,M,35,4875
2050,Број,M,36,4947
2050,Број,M,37,4986
2050,Број,M,38,5374
2050,Број,M,39,5388
2050,Број,M,40,5558
2050,Број,M,41,5925
2050,Број,M,42,5717
2050,Број,M,43,5472
2050,Број,M,44,5439
2050,Број,M,45,5526
2050,Број,M,46,5633
2050,Број,M,47,5545
2050,Број,M,48,5647
2050,Број,M,49,5952
2050,Број,M,50,5891
2050,Број,M,51,5881
2050,Број,M,52,6380
2050,Број,M,53,7179
2050,Број,M,54,7000
2050,Број,M,55,7097
2050,Број,M,56,6938
2050,Број,M,57,5783
2050,Број,M,58,5910
2050,Број,M,59,6658
2050,Број,M,60,6485
2050,Број,M,61,6491
2050,Број,M,62,6846
2050,Број,M,63,6689
2050,Број,M,64,6623
2050,Број,M,65,6876
2050,Број,M,66,6939
2050,Број,M,67,6920
2050,Број,M,68,6726
2050,Број,M,69,6579
2050,Број,M,70,6452
2050,Број,M,71,6212
2050,Број,M,72,6167
2050,Број,M,73,5955
2050,Број,M,74,6068
2050,Број,M,75,5635
2050,Број,M,76,5273
2050,Број,M,77,5034
2050,Број,M,78,4883
2050,Број,M,79,4486
2050,Број,M,80,3910
2050,Број,M,81,3963
2050,Број,M,82,3652
2050,Број,M,83,3586
2050,Број,M,84,3365
2050,Број,M,85,3231
2050,Број,M,86,2773
2050,Број,M,87,2538
2050,Број,M,88,2382
2050,Број,M,89,2088
2050,Број,M,90,1852
2050,Број,M,91,1563
2050,Број,M,92,1353
2050,Број,M,93,1022
2050,Број,M,94,921
2050,Број,M,95,738
2050,Број,M,96,624
2050,Број,M,97,444
2050,Број,M,98,350
2050,Број,M,99,212
2050,Број,M,100,161
2050,Број,M,101,114
2050,Број,M,102,66
2050,Број,M,103,44
2050,Број,M,104,26
2050,Број,M,105,12
2050,Број,M,106,7
2050,Број,M,107,4
2050,Број,M,108,2
2050,Број,M,109,1
2050,Број,M,110,1
2050,Број,M,111,0
2050,Број,M,112,0
2050,Број,M,113,0
2050,Број,M,114,0
2050,Број,M,115,0
2050,Број,M,116,0
2050,Број,M,117,0
2050,Број,M,118,0
2050,Број,M,119,0
2050,Број,M,120+,0
2055,Број,M,_T,438059
2055,Број,M,0,3258
2055,Број,M,1,3288
2055,Број,M,2,3318
2055,Број,M,3,3350
2055,Број,M,4,3380
2055,Број,M,5,3412
2055,Број,M,6,3447
2055,Број,M,7,3482
2055,Број,M,8,3517
2055,Број,M,9,3553
2055,Број,M,10,3590
2055,Број,M,11,3629
2055,Број,M,12,3669
2055,Број,M,13,3710
2055,Број,M,14,3750
2055,Број,M,15,3791
2055,Број,M,16,3829
2055,Број,M,17,3870
2055,Број,M,18,3908
2055,Број,M,19,3951
2055,Број,M,20,4000
2055,Број,M,21,4048
2055,Број,M,22,4097
2055,Број,M,23,4148
2055,Број,M,24,4203
2055,Број,M,25,4258
2055,Број,M,26,4310
2055,Број,M,27,4361
2055,Број,M,28,4415
2055,Број,M,29,4472
2055,Број,M,30,4529
2055,Број,M,31,4587
2055,Број,M,32,4646
2055,Број,M,33,4706
2055,Број,M,34,4765
2055,Број,M,35,4824
2055,Број,M,36,4877
2055,Број,M,37,5049
2055,Број,M,38,4930
2055,Број,M,39,4984
2055,Број,M,40,4889
2055,Број,M,41,4957
2055,Број,M,42,4991
2055,Број,M,43,5370
2055,Број,M,44,5378
2055,Број,M,45,5540
2055,Број,M,46,5896
2055,Број,M,47,5685
2055,Број,M,48,5439
2055,Број,M,49,5400
2055,Број,M,50,5477
2055,Број,M,51,5574
2055,Број,M,52,5478
2055,Број,M,53,5569
2055,Број,M,54,5859
2055,Број,M,55,5790
2055,Број,M,56,5767
2055,Број,M,57,6236
2055,Број,M,58,6992
2055,Број,M,59,6797
2055,Број,M,60,6872
2055,Број,M,61,6703
2055,Број,M,62,5577
2055,Број,M,63,5680
2055,Број,M,64,6369
2055,Број,M,65,6175
2055,Број,M,66,6153
2055,Број,M,67,6461
2055,Број,M,68,6285
2055,Број,M,69,6192
2055,Број,M,70,6389
2055,Број,M,71,6400
2055,Број,M,72,6326
2055,Број,M,73,6090
2055,Број,M,74,5895
2055,Број,M,75,5716
2055,Број,M,76,5433
2055,Број,M,77,5317
2055,Број,M,78,5050
2055,Број,M,79,5056
2055,Број,M,80,4607
2055,Број,M,81,4225
2055,Број,M,82,3946
2055,Број,M,83,3737
2055,Број,M,84,3345
2055,Број,M,85,2833
2055,Број,M,86,2782
2055,Број,M,87,2476
2055,Број,M,88,2342
2055,Број,M,89,2109
2055,Број,M,90,1938
2055,Број,M,91,1585
2055,Број,M,92,1379
2055,Број,M,93,1225
2055,Број,M,94,1012
2055,Број,M,95,841
2055,Број,M,96,662
2055,Број,M,97,532
2055,Број,M,98,370
2055,Број,M,99,305
2055,Број,M,100,222
2055,Број,M,101,169
2055,Број,M,102,108
2055,Број,M,103,75
2055,Број,M,104,40
2055,Број,M,105,27
2055,Број,M,106,16
2055,Број,M,107,8
2055,Број,M,108,5
2055,Број,M,109,2
2055,Број,M,110,1
2055,Број,M,111,0
2055,Број,M,112,0
2055,Број,M,113,0
2055,Број,M,114,0
2055,Број,M,115,0
2055,Број,M,116,0
