Year,UNIT_MEASURE,ADMIN_AREA,SEX,Religion,Value
2013,NUMBER,BRATUNAC,M,unknown,16
2013,NUMBER,BRATUNAC,F,unknown,24
2013,NUMBER,BROD,_T,unknown,32
2013,NUMBER,BROD,M,unknown,12
2013,NUMBER,BROD,F,unknown,20
2013,NUMBER,VISEGRAD,_T,unknown,179
2013,NUMBER,VISEGRAD,M,unknown,4
2013,NUMBER,VISEGRAD,F,unknown,175
2013,NUMBER,VLASENICA,_T,unknown,21
2013,NUMBER,VLASENICA,M,unknown,10
2013,NUMBER,VLASENICA,F,unknown,11
2013,NUMBER,VUKOSAVLJE,_T,unknown,14
2013,NUMBER,VUKOSAVLJE,M,unknown,3
2013,NUMBER,VUKOSAVLJE,F,unknown,11
2013,NUMBER,GACKO,_T,unknown,7
2013,NUMBER,GACKO,M,unknown,2
2013,NUMBER,GACKO,F,unknown,5
2013,NUMBER,GRADISKA,_T,unknown,46
2013,NUMBER,GRADISKA,M,unknown,21
2013,NUMBER,GRADISKA,F,unknown,25
2013,NUMBER,DERVENTA,_T,unknown,47
2013,NUMBER,DERVENTA,M,unknown,21
2013,NUMBER,DERVENTA,F,unknown,26
2013,NUMBER,DOBOJ,_T,unknown,160
2013,NUMBER,DOBOJ,M,unknown,64
2013,NUMBER,DOBOJ,F,unknown,96
2013,NUMBER,DONJI ZABAR,_T,unknown,2
2013,NUMBER,DONJI ZABAR,M,unknown,1
2013,NUMBER,DONJI ZABAR,F,unknown,1
2013,NUMBER,ZVORNIK,_T,unknown,98
2013,NUMBER,ZVORNIK,M,unknown,39
2013,NUMBER,ZVORNIK,F,unknown,59
2013,NUMBER,ISTOCNA ILIDZA,_T,unknown,10
2013,NUMBER,ISTOCNA ILIDZA,M,unknown,5
2013,NUMBER,ISTOCNA ILIDZA,F,unknown,5
2013,NUMBER,ISTOCNI DRVAR,_T,unknown,0
2013,NUMBER,ISTOCNI DRVAR,M,unknown,0
2013,NUMBER,ISTOCNI DRVAR,F,unknown,0
2013,NUMBER,ISTOCNI MOSTAR,_T,unknown,2
2013,NUMBER,ISTOCNI MOSTAR,M,unknown,1
2013,NUMBER,ISTOCNI MOSTAR,F,unknown,1
2013,NUMBER,ISTOCNI STARI GRAD,_T,unknown,2
2013,NUMBER,ISTOCNI STARI GRAD,M,unknown,1
2013,NUMBER,ISTOCNI STARI GRAD,F,unknown,1
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,unknown,3
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,unknown,0
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,unknown,3
2013,NUMBER,JEZERO,_T,unknown,2
2013,NUMBER,JEZERO,M,unknown,1
2013,NUMBER,JEZERO,F,unknown,1
2013,NUMBER,KALINOVIK,_T,unknown,0
2013,NUMBER,KALINOVIK,M,unknown,0
2013,NUMBER,KALINOVIK,F,unknown,0
2013,NUMBER,KNEZEVO,_T,unknown,5
2013,NUMBER,KNEZEVO,M,unknown,3
2013,NUMBER,KNEZEVO,F,unknown,2
2013,NUMBER,KOZARSKA DUBICA,_T,unknown,18
2013,NUMBER,KOZARSKA DUBICA,M,unknown,11
2013,NUMBER,KOZARSKA DUBICA,F,unknown,7
2013,NUMBER,KOSTAJNICA,_T,unknown,1
2013,NUMBER,KOSTAJNICA,M,unknown,1
2013,NUMBER,KOSTAJNICA,F,unknown,0
2013,NUMBER,KOTOR VAROS,_T,unknown,21
2013,NUMBER,KOTOR VAROS,M,unknown,15
2013,NUMBER,KOTOR VAROS,F,unknown,6
2013,NUMBER,KRUPA NA UNI,_T,unknown,1
2013,NUMBER,KRUPA NA UNI,M,unknown,0
2013,NUMBER,KRUPA NA UNI,F,unknown,1
2013,NUMBER,KUPRES,_T,unknown,0
2013,NUMBER,KUPRES,M,unknown,0
2013,NUMBER,KUPRES,F,unknown,0
2013,NUMBER,LAKTASI,_T,unknown,48
2013,NUMBER,LAKTASI,M,unknown,21
2013,NUMBER,LAKTASI,F,unknown,27
2013,NUMBER,LOPARE,_T,unknown,13
2013,NUMBER,LOPARE,M,unknown,6
2013,NUMBER,LOPARE,F,unknown,7
2013,NUMBER,LJUBINJE,_T,unknown,2
2013,NUMBER,LJUBINJE,M,unknown,1
2013,NUMBER,LJUBINJE,F,unknown,1
2013,NUMBER,MILICI,_T,unknown,8
2013,NUMBER,MILICI,M,unknown,3
2013,NUMBER,MILICI,F,unknown,5
2013,NUMBER,MODRICA,_T,unknown,125
2013,NUMBER,MODRICA,M,unknown,66
2013,NUMBER,MODRICA,F,unknown,59
2013,NUMBER,MRKONJIC GRAD,_T,unknown,13
2013,NUMBER,MRKONJIC GRAD,M,unknown,7
2013,NUMBER,MRKONJIC GRAD,F,unknown,6
2013,NUMBER,NEVESINJE,_T,unknown,7
2013,NUMBER,NEVESINJE,M,unknown,2
2013,NUMBER,NEVESINJE,F,unknown,5
2013,NUMBER,NOVI GRAD,_T,unknown,26
2013,NUMBER,NOVI GRAD,M,unknown,14
2013,NUMBER,NOVI GRAD,F,unknown,12
2013,NUMBER,NOVO GORAZDE,_T,unknown,7
2013,NUMBER,NOVO GORAZDE,M,unknown,3
2013,NUMBER,NOVO GORAZDE,F,unknown,4
2013,NUMBER,OSMACI,_T,unknown,4
2013,NUMBER,OSMACI,M,unknown,2
2013,NUMBER,OSMACI,F,unknown,2
2013,NUMBER,OSTRA LUKA,_T,unknown,3
2013,NUMBER,OSTRA LUKA,M,unknown,2
2013,NUMBER,OSTRA LUKA,F,unknown,1
2013,NUMBER,PALE,_T,unknown,11
2013,NUMBER,PALE,M,unknown,7
2013,NUMBER,PALE,F,unknown,4
2013,NUMBER,PELAGICEVO,_T,unknown,5
2013,NUMBER,PELAGICEVO,M,unknown,1
2013,NUMBER,PELAGICEVO,F,unknown,4
2013,NUMBER,PETROVAC,_T,unknown,0
2013,NUMBER,PETROVAC,M,unknown,0
2013,NUMBER,PETROVAC,F,unknown,0
2013,NUMBER,PETROVO,_T,unknown,4
2013,NUMBER,PETROVO,M,unknown,2
2013,NUMBER,PETROVO,F,unknown,2
2013,NUMBER,PRIJEDOR,_T,unknown,374
2013,NUMBER,PRIJEDOR,M,unknown,257
2013,NUMBER,PRIJEDOR,F,unknown,117
2013,NUMBER,PRNJAVOR,_T,unknown,31
2013,NUMBER,PRNJAVOR,M,unknown,13
2013,NUMBER,PRNJAVOR,F,unknown,18
2013,NUMBER,RIBNIK,_T,unknown,2
2013,NUMBER,RIBNIK,M,unknown,2
2013,NUMBER,RIBNIK,F,unknown,0
2013,NUMBER,ROGATICA,_T,unknown,4
2013,NUMBER,ROGATICA,M,unknown,3
2013,NUMBER,ROGATICA,F,unknown,1
2013,NUMBER,RUDO,_T,unknown,4
2013,NUMBER,RUDO,M,unknown,0
2013,NUMBER,RUDO,F,unknown,4
2013,NUMBER,SOKOLAC,_T,unknown,14
2013,NUMBER,SOKOLAC,M,unknown,3
2013,NUMBER,SOKOLAC,F,unknown,11
2013,NUMBER,SRBAC,_T,unknown,28
2013,NUMBER,SRBAC,M,unknown,13
2013,NUMBER,SRBAC,F,unknown,15
2013,NUMBER,SREBRENICA,_T,unknown,20
2013,NUMBER,SREBRENICA,M,unknown,14
2013,NUMBER,SREBRENICA,F,unknown,6
2013,NUMBER,TESLIC,_T,unknown,43
2013,NUMBER,TESLIC,M,unknown,21
2013,NUMBER,TESLIC,F,unknown,22
2013,NUMBER,TREBINJE,_T,unknown,14
2013,NUMBER,TREBINJE,M,unknown,8
2013,NUMBER,TREBINJE,F,unknown,6
2013,NUMBER,TRNOVO,_T,unknown,0
2013,NUMBER,TRNOVO,M,unknown,0
2013,NUMBER,TRNOVO,F,unknown,0
2013,NUMBER,UGLJEVIK,_T,unknown,13
2013,NUMBER,UGLJEVIK,M,unknown,11
2013,NUMBER,UGLJEVIK,F,unknown,2
2013,NUMBER,FOCA,_T,unknown,12
2013,NUMBER,FOCA,M,unknown,6
2013,NUMBER,FOCA,F,unknown,6
2013,NUMBER,HAN PIJESAK,_T,unknown,0
2013,NUMBER,HAN PIJESAK,M,unknown,0
2013,NUMBER,HAN PIJESAK,F,unknown,0
2013,NUMBER,CAJNICE,_T,unknown,4
2013,NUMBER,CAJNICE,M,unknown,1
2013,NUMBER,CAJNICE,F,unknown,3
2013,NUMBER,CELINAC,_T,unknown,10
2013,NUMBER,CELINAC,M,unknown,4
2013,NUMBER,CELINAC,F,unknown,6
2013,NUMBER,SAMAC,_T,unknown,18
2013,NUMBER,SAMAC,M,unknown,10
2013,NUMBER,SAMAC,F,unknown,8
2013,NUMBER,SEKOVICI,_T,unknown,9
2013,NUMBER,SEKOVICI,M,unknown,4
2013,NUMBER,SEKOVICI,F,unknown,5
2013,NUMBER,SIPOVO,_T,unknown,6
2013,NUMBER,SIPOVO,M,unknown,4
2013,NUMBER,SIPOVO,F,unknown,2
