Year,UNIT_MEASURE,ADMIN_AREA,Пол,Education,Value
2013,Број,MILICI,Ж,secondary_specialization,5
2013,Број,MODRICA,Оба пола,secondary_specialization,132
2013,Број,MODRICA,M,secondary_specialization,103
2013,Број,MODRICA,Ж,secondary_specialization,29
2013,Број,MRKONJIC GRAD,Оба пола,secondary_specialization,89
2013,Број,MRKONJIC GRAD,M,secondary_specialization,71
2013,Број,MRKONJIC GRAD,Ж,secondary_specialization,18
2013,Број,NEVESINJE,Оба пола,secondary_specialization,56
2013,Број,NEVESINJE,M,secondary_specialization,51
2013,Број,NEVESINJE,Ж,secondary_specialization,5
2013,Број,NOVI GRAD,Оба пола,secondary_specialization,104
2013,Број,NOVI GRAD,M,secondary_specialization,75
2013,Број,NOVI GRAD,Ж,secondary_specialization,29
2013,Број,NOVO GORAZDE,Оба пола,secondary_specialization,10
2013,Број,NOVO GORAZDE,M,secondary_specialization,10
2013,Број,NOVO GORAZDE,Ж,secondary_specialization,0
2013,Број,OSMACI,Оба пола,secondary_specialization,15
2013,Број,OSMACI,M,secondary_specialization,12
2013,Број,OSMACI,Ж,secondary_specialization,3
2013,Број,OSTRA LUKA,Оба пола,secondary_specialization,13
2013,Број,OSTRA LUKA,M,secondary_specialization,11
2013,Број,OSTRA LUKA,Ж,secondary_specialization,2
2013,Број,PALE,Оба пола,secondary_specialization,247
2013,Број,PALE,M,secondary_specialization,205
2013,Број,PALE,Ж,secondary_specialization,42
2013,Број,PELAGICEVO,Оба пола,secondary_specialization,4
2013,Број,PELAGICEVO,M,secondary_specialization,3
2013,Број,PELAGICEVO,Ж,secondary_specialization,1
2013,Број,PETROVAC,Оба пола,secondary_specialization,0
2013,Број,PETROVAC,M,secondary_specialization,0
2013,Број,PETROVAC,Ж,secondary_specialization,0
2013,Број,PETROVO,Оба пола,secondary_specialization,79
2013,Број,PETROVO,M,secondary_specialization,74
2013,Број,PETROVO,Ж,secondary_specialization,5
2013,Број,PRIJEDOR,Оба пола,secondary_specialization,666
2013,Број,PRIJEDOR,M,secondary_specialization,492
2013,Број,PRIJEDOR,Ж,secondary_specialization,174
2013,Број,PRNJAVOR,Оба пола,secondary_specialization,112
2013,Број,PRNJAVOR,M,secondary_specialization,83
2013,Број,PRNJAVOR,Ж,secondary_specialization,29
2013,Број,RIBNIK,Оба пола,secondary_specialization,14
2013,Број,RIBNIK,M,secondary_specialization,13
2013,Број,RIBNIK,Ж,secondary_specialization,1
2013,Број,ROGATICA,Оба пола,secondary_specialization,56
2013,Број,ROGATICA,M,secondary_specialization,49
2013,Број,ROGATICA,Ж,secondary_specialization,7
2013,Број,RUDO,Оба пола,secondary_specialization,12
2013,Број,RUDO,M,secondary_specialization,11
2013,Број,RUDO,Ж,secondary_specialization,1
2013,Број,SOKOLAC,Оба пола,secondary_specialization,71
2013,Број,SOKOLAC,M,secondary_specialization,57
2013,Број,SOKOLAC,Ж,secondary_specialization,14
2013,Број,SRBAC,Оба пола,secondary_specialization,61
2013,Број,SRBAC,M,secondary_specialization,46
2013,Број,SRBAC,Ж,secondary_specialization,15
2013,Број,SREBRENICA,Оба пола,secondary_specialization,33
2013,Број,SREBRENICA,M,secondary_specialization,26
2013,Број,SREBRENICA,Ж,secondary_specialization,7
2013,Број,TESLIC,Оба пола,secondary_specialization,170
2013,Број,TESLIC,M,secondary_specialization,138
2013,Број,TESLIC,Ж,secondary_specialization,32
2013,Број,TREBINJE,Оба пола,secondary_specialization,432
2013,Број,TREBINJE,M,secondary_specialization,394
2013,Број,TREBINJE,Ж,secondary_specialization,38
2013,Број,TRNOVO,Оба пола,secondary_specialization,15
2013,Број,TRNOVO,M,secondary_specialization,13
2013,Број,TRNOVO,Ж,secondary_specialization,2
2013,Број,UGLJEVIK,Оба пола,secondary_specialization,97
2013,Број,UGLJEVIK,M,secondary_specialization,89
2013,Број,UGLJEVIK,Ж,secondary_specialization,8
2013,Број,FOCA,Оба пола,secondary_specialization,107
2013,Број,FOCA,M,secondary_specialization,93
2013,Број,FOCA,Ж,secondary_specialization,14
2013,Број,HAN PIJESAK,Оба пола,secondary_specialization,20
2013,Број,HAN PIJESAK,M,secondary_specialization,20
2013,Број,HAN PIJESAK,Ж,secondary_specialization,0
2013,Број,CAJNICE,Оба пола,secondary_specialization,38
2013,Број,CAJNICE,M,secondary_specialization,37
2013,Број,CAJNICE,Ж,secondary_specialization,1
2013,Број,CELINAC,Оба пола,secondary_specialization,69
2013,Број,CELINAC,M,secondary_specialization,62
2013,Број,CELINAC,Ж,secondary_specialization,7
2013,Број,SAMAC,Оба пола,secondary_specialization,55
2013,Број,SAMAC,M,secondary_specialization,41
2013,Број,SAMAC,Ж,secondary_specialization,14
2013,Број,SEKOVICI,Оба пола,secondary_specialization,16
2013,Број,SEKOVICI,M,secondary_specialization,16
2013,Број,SEKOVICI,Ж,secondary_specialization,0
2013,Број,SIPOVO,Оба пола,secondary_specialization,22
2013,Број,SIPOVO,M,secondary_specialization,20
2013,Број,SIPOVO,Ж,secondary_specialization,2
2013,Број,REPUBLIKA SRPSKA,Оба пола,first_degree,33960
2013,Број,REPUBLIKA SRPSKA,M,first_degree,19142
2013,Број,REPUBLIKA SRPSKA,Ж,first_degree,14818
2013,Број,BANJA LUKA,Оба пола,first_degree,7972
2013,Број,BANJA LUKA,M,first_degree,4272
2013,Број,BANJA LUKA,Ж,first_degree,3700
2013,Број,BERKOVICI,Оба пола,first_degree,47
2013,Број,BERKOVICI,M,first_degree,34
2013,Број,BERKOVICI,Ж,first_degree,13
2013,Број,BIJELJINA,Оба пола,first_degree,3354
2013,Број,BIJELJINA,M,first_degree,1805
2013,Број,BIJELJINA,Ж,first_degree,1549
2013,Број,BILECA,Оба пола,first_degree,434
2013,Број,BILECA,M,first_degree,249
2013,Број,BILECA,Ж,first_degree,185
2013,Број,BRATUNAC,Оба пола,first_degree,399
2013,Број,BRATUNAC,M,first_degree,230
2013,Број,BRATUNAC,Ж,first_degree,169
2013,Број,BROD,Оба пола,first_degree,374
2013,Број,BROD,M,first_degree,215
2013,Број,BROD,Ж,first_degree,159
2013,Број,VISEGRAD,Оба пола,first_degree,375
2013,Број,VISEGRAD,M,first_degree,196
2013,Број,VISEGRAD,Ж,first_degree,179
2013,Број,VLASENICA,Оба пола,first_degree,200
2013,Број,VLASENICA,M,first_degree,123
2013,Број,VLASENICA,Ж,first_degree,77
2013,Број,VUKOSAVLJE,Оба пола,first_degree,39
2013,Број,VUKOSAVLJE,M,first_degree,25
2013,Број,VUKOSAVLJE,Ж,first_degree,14
2013,Број,GACKO,Оба пола,first_degree,335
2013,Број,GACKO,M,first_degree,191
2013,Број,GACKO,Ж,first_degree,144
2013,Број,GRADISKA,Оба пола,first_degree,1222
2013,Број,GRADISKA,M,first_degree,658
2013,Број,GRADISKA,Ж,first_degree,564
2013,Број,DERVENTA,Оба пола,first_degree,542
2013,Број,DERVENTA,M,first_degree,331
2013,Број,DERVENTA,Ж,first_degree,211
2013,Број,DOBOJ,Оба пола,first_degree,1827
2013,Број,DOBOJ,M,first_degree,1078
2013,Број,DOBOJ,Ж,first_degree,749
2013,Број,DONJI ZABAR,Оба пола,first_degree,37
2013,Број,DONJI ZABAR,M,first_degree,23
2013,Број,DONJI ZABAR,Ж,first_degree,14
2013,Број,ZVORNIK,Оба пола,first_degree,1283
2013,Број,ZVORNIK,M,first_degree,716
2013,Број,ZVORNIK,Ж,first_degree,567
2013,Број,ISTOCNA ILIDZA,Оба пола,first_degree,513
2013,Број,ISTOCNA ILIDZA,M,first_degree,315
2013,Број,ISTOCNA ILIDZA,Ж,first_degree,198
2013,Број,ISTOCNI DRVAR,Оба пола,first_degree,5
2013,Број,ISTOCNI DRVAR,M,first_degree,5
2013,Број,ISTOCNI DRVAR,Ж,first_degree,0
2013,Број,ISTOCNI MOSTAR,Оба пола,first_degree,2
2013,Број,ISTOCNI MOSTAR,M,first_degree,2
2013,Број,ISTOCNI MOSTAR,Ж,first_degree,0
2013,Број,ISTOCNI STARI GRAD,Оба пола,first_degree,27
2013,Број,ISTOCNI STARI GRAD,M,first_degree,14
2013,Број,ISTOCNI STARI GRAD,Ж,first_degree,13
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,first_degree,375
2013,Број,ISTOCNO NOVO SARAJEVO,M,first_degree,225
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,first_degree,150
2013,Број,JEZERO,Оба пола,first_degree,16
2013,Број,JEZERO,M,first_degree,10
2013,Број,JEZERO,Ж,first_degree,6
2013,Број,KALINOVIK,Оба пола,first_degree,58
2013,Број,KALINOVIK,M,first_degree,41
2013,Број,KALINOVIK,Ж,first_degree,17
2013,Број,KNEZEVO,Оба пола,first_degree,125
2013,Број,KNEZEVO,M,first_degree,93
2013,Број,KNEZEVO,Ж,first_degree,32
2013,Број,KOZARSKA DUBICA,Оба пола,first_degree,644
2013,Број,KOZARSKA DUBICA,M,first_degree,345
2013,Број,KOZARSKA DUBICA,Ж,first_degree,299
2013,Број,KOSTAJNICA,Оба пола,first_degree,206
2013,Број,KOSTAJNICA,M,first_degree,94
2013,Број,KOSTAJNICA,Ж,first_degree,112
2013,Број,KOTOR VAROS,Оба пола,first_degree,225
2013,Број,KOTOR VAROS,M,first_degree,144
2013,Број,KOTOR VAROS,Ж,first_degree,81
2013,Број,KRUPA NA UNI,Оба пола,first_degree,11
2013,Број,KRUPA NA UNI,M,first_degree,6
2013,Број,KRUPA NA UNI,Ж,first_degree,5
2013,Број,KUPRES,Оба пола,first_degree,2
2013,Број,KUPRES,M,first_degree,2
2013,Број,KUPRES,Ж,first_degree,0
2013,Број,LAKTASI,Оба пола,first_degree,822
2013,Број,LAKTASI,M,first_degree,462
2013,Број,LAKTASI,Ж,first_degree,360
2013,Број,LOPARE,Оба пола,first_degree,217
2013,Број,LOPARE,M,first_degree,133
2013,Број,LOPARE,Ж,first_degree,84
2013,Број,LJUBINJE,Оба пола,first_degree,126
2013,Број,LJUBINJE,M,first_degree,69
2013,Број,LJUBINJE,Ж,first_degree,57
2013,Број,MILICI,Оба пола,first_degree,213
2013,Број,MILICI,M,first_degree,113
2013,Број,MILICI,Ж,first_degree,100
2013,Број,MODRICA,Оба пола,first_degree,483
2013,Број,MODRICA,M,first_degree,303
2013,Број,MODRICA,Ж,first_degree,180
2013,Број,MRKONJIC GRAD,Оба пола,first_degree,350
2013,Број,MRKONJIC GRAD,M,first_degree,204
2013,Број,MRKONJIC GRAD,Ж,first_degree,146
2013,Број,NEVESINJE,Оба пола,first_degree,384
2013,Број,NEVESINJE,M,first_degree,236
2013,Број,NEVESINJE,Ж,first_degree,148
2013,Број,NOVI GRAD,Оба пола,first_degree,714
2013,Број,NOVI GRAD,M,first_degree,366
2013,Број,NOVI GRAD,Ж,first_degree,348
2013,Број,NOVO GORAZDE,Оба пола,first_degree,48
2013,Број,NOVO GORAZDE,M,first_degree,39
2013,Број,NOVO GORAZDE,Ж,first_degree,9
2013,Број,OSMACI,Оба пола,first_degree,65
2013,Број,OSMACI,M,first_degree,48
2013,Број,OSMACI,Ж,first_degree,17
2013,Број,OSTRA LUKA,Оба пола,first_degree,36
2013,Број,OSTRA LUKA,M,first_degree,16
2013,Број,OSTRA LUKA,Ж,first_degree,20
2013,Број,PALE,Оба пола,first_degree,645
2013,Број,PALE,M,first_degree,389
2013,Број,PALE,Ж,first_degree,256
2013,Број,PELAGICEVO,Оба пола,first_degree,81
2013,Број,PELAGICEVO,M,first_degree,44
2013,Број,PELAGICEVO,Ж,first_degree,37
2013,Број,PETROVAC,Оба пола,first_degree,11
2013,Број,PETROVAC,M,first_degree,6
2013,Број,PETROVAC,Ж,first_degree,5
2013,Број,PETROVO,Оба пола,first_degree,166
2013,Број,PETROVO,M,first_degree,109
2013,Број,PETROVO,Ж,first_degree,57
2013,Број,PRIJEDOR,Оба пола,first_degree,2448
2013,Број,PRIJEDOR,M,first_degree,1252
2013,Број,PRIJEDOR,Ж,first_degree,1196
2013,Број,PRNJAVOR,Оба пола,first_degree,670
2013,Број,PRNJAVOR,M,first_degree,388
2013,Број,PRNJAVOR,Ж,first_degree,282
2013,Број,RIBNIK,Оба пола,first_degree,99
2013,Број,RIBNIK,M,first_degree,68
2013,Број,RIBNIK,Ж,first_degree,31
2013,Број,ROGATICA,Оба пола,first_degree,315
2013,Број,ROGATICA,M,first_degree,209
2013,Број,ROGATICA,Ж,first_degree,106
2013,Број,RUDO,Оба пола,first_degree,277
2013,Број,RUDO,M,first_degree,175
2013,Број,RUDO,Ж,first_degree,102
2013,Број,SOKOLAC,Оба пола,first_degree,393
2013,Број,SOKOLAC,M,first_degree,237
2013,Број,SOKOLAC,Ж,first_degree,156
2013,Број,SRBAC,Оба пола,first_degree,342
2013,Број,SRBAC,M,first_degree,232
2013,Број,SRBAC,Ж,first_degree,110
2013,Број,SREBRENICA,Оба пола,first_degree,290
2013,Број,SREBRENICA,M,first_degree,171
2013,Број,SREBRENICA,Ж,first_degree,119
2013,Број,TESLIC,Оба пола,first_degree,577
2013,Број,TESLIC,M,first_degree,335
2013,Број,TESLIC,Ж,first_degree,242
2013,Број,TREBINJE,Оба пола,first_degree,1442
2013,Број,TREBINJE,M,first_degree,806
2013,Број,TREBINJE,Ж,first_degree,636
2013,Број,TRNOVO,Оба пола,first_degree,52
2013,Број,TRNOVO,M,first_degree,37
2013,Број,TRNOVO,Ж,first_degree,15
2013,Број,UGLJEVIK,Оба пола,first_degree,252
2013,Број,UGLJEVIK,M,first_degree,156
2013,Број,UGLJEVIK,Ж,first_degree,96
2013,Број,FOCA,Оба пола,first_degree,510
2013,Број,FOCA,M,first_degree,334
2013,Број,FOCA,Ж,first_degree,176
2013,Број,HAN PIJESAK,Оба пола,first_degree,110
2013,Број,HAN PIJESAK,M,first_degree,67
2013,Број,HAN PIJESAK,Ж,first_degree,43
2013,Број,CAJNICE,Оба пола,first_degree,75
2013,Број,CAJNICE,M,first_degree,48
2013,Број,CAJNICE,Ж,first_degree,27
2013,Број,CELINAC,Оба пола,first_degree,293
2013,Број,CELINAC,M,first_degree,186
2013,Број,CELINAC,Ж,first_degree,107
2013,Број,SAMAC,Оба пола,first_degree,478
2013,Број,SAMAC,M,first_degree,265
2013,Број,SAMAC,Ж,first_degree,213
2013,Број,SEKOVICI,Оба пола,first_degree,136
2013,Број,SEKOVICI,M,first_degree,76
2013,Број,SEKOVICI,Ж,first_degree,60
2013,Број,SIPOVO,Оба пола,first_degree,191
2013,Број,SIPOVO,M,first_degree,121
2013,Број,SIPOVO,Ж,first_degree,70
2013,Број,REPUBLIKA SRPSKA,Оба пола,university_degree,87036
2013,Број,REPUBLIKA SRPSKA,M,university_degree,42562
2013,Број,REPUBLIKA SRPSKA,Ж,university_degree,44474
2013,Број,BANJA LUKA,Оба пола,university_degree,25924
2013,Број,BANJA LUKA,M,university_degree,12201
2013,Број,BANJA LUKA,Ж,university_degree,13723
2013,Број,BERKOVICI,Оба пола,university_degree,92
2013,Број,BERKOVICI,M,university_degree,51
2013,Број,BERKOVICI,Ж,university_degree,41
2013,Број,BIJELJINA,Оба пола,university_degree,8088
2013,Број,BIJELJINA,M,university_degree,3846
2013,Број,BIJELJINA,Ж,university_degree,4242
2013,Број,BILECA,Оба пола,university_degree,791
2013,Број,BILECA,M,university_degree,443
2013,Број,BILECA,Ж,university_degree,348
2013,Број,BRATUNAC,Оба пола,university_degree,1014
2013,Број,BRATUNAC,M,university_degree,515
2013,Број,BRATUNAC,Ж,university_degree,499
2013,Број,BROD,Оба пола,university_degree,801
2013,Број,BROD,M,university_degree,389
2013,Број,BROD,Ж,university_degree,412
2013,Број,VISEGRAD,Оба пола,university_degree,818
2013,Број,VISEGRAD,M,university_degree,410
2013,Број,VISEGRAD,Ж,university_degree,408
2013,Број,VLASENICA,Оба пола,university_degree,641
2013,Број,VLASENICA,M,university_degree,316
2013,Број,VLASENICA,Ж,university_degree,325
2013,Број,VUKOSAVLJE,Оба пола,university_degree,97
2013,Број,VUKOSAVLJE,M,university_degree,55
2013,Број,VUKOSAVLJE,Ж,university_degree,42
2013,Број,GACKO,Оба пола,university_degree,812
2013,Број,GACKO,M,university_degree,413
2013,Број,GACKO,Ж,university_degree,399
2013,Број,GRADISKA,Оба пола,university_degree,2538
2013,Број,GRADISKA,M,university_degree,1270
2013,Број,GRADISKA,Ж,university_degree,1268
2013,Број,DERVENTA,Оба пола,university_degree,1242
2013,Број,DERVENTA,M,university_degree,598
2013,Број,DERVENTA,Ж,university_degree,644
2013,Број,DOBOJ,Оба пола,university_degree,4634
2013,Број,DOBOJ,M,university_degree,2420
2013,Број,DOBOJ,Ж,university_degree,2214
2013,Број,DONJI ZABAR,Оба пола,university_degree,100
2013,Број,DONJI ZABAR,M,university_degree,59
2013,Број,DONJI ZABAR,Ж,university_degree,41
2013,Број,ZVORNIK,Оба пола,university_degree,2964
2013,Број,ZVORNIK,M,university_degree,1529
2013,Број,ZVORNIK,Ж,university_degree,1435
2013,Број,ISTOCNA ILIDZA,Оба пола,university_degree,1844
2013,Број,ISTOCNA ILIDZA,M,university_degree,802
2013,Број,ISTOCNA ILIDZA,Ж,university_degree,1042
2013,Број,ISTOCNI DRVAR,Оба пола,university_degree,10
2013,Број,ISTOCNI DRVAR,M,university_degree,8
2013,Број,ISTOCNI DRVAR,Ж,university_degree,2
2013,Број,ISTOCNI MOSTAR,Оба пола,university_degree,14
2013,Број,ISTOCNI MOSTAR,M,university_degree,7
2013,Број,ISTOCNI MOSTAR,Ж,university_degree,7
2013,Број,ISTOCNI STARI GRAD,Оба пола,university_degree,53
2013,Број,ISTOCNI STARI GRAD,M,university_degree,21
2013,Број,ISTOCNI STARI GRAD,Ж,university_degree,32
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,university_degree,1563
2013,Број,ISTOCNO NOVO SARAJEVO,M,university_degree,745
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,university_degree,818
2013,Број,JEZERO,Оба пола,university_degree,30
2013,Број,JEZERO,M,university_degree,19
2013,Број,JEZERO,Ж,university_degree,11
2013,Број,KALINOVIK,Оба пола,university_degree,147
2013,Број,KALINOVIK,M,university_degree,85
2013,Број,KALINOVIK,Ж,university_degree,62
2013,Број,KNEZEVO,Оба пола,university_degree,334
2013,Број,KNEZEVO,M,university_degree,188
2013,Број,KNEZEVO,Ж,university_degree,146
2013,Број,KOZARSKA DUBICA,Оба пола,university_degree,999
2013,Број,KOZARSKA DUBICA,M,university_degree,501
2013,Број,KOZARSKA DUBICA,Ж,university_degree,498
2013,Број,KOSTAJNICA,Оба пола,university_degree,281
2013,Број,KOSTAJNICA,M,university_degree,134
2013,Број,KOSTAJNICA,Ж,university_degree,147
2013,Број,KOTOR VAROS,Оба пола,university_degree,767
2013,Број,KOTOR VAROS,M,university_degree,408
2013,Број,KOTOR VAROS,Ж,university_degree,359
2013,Број,KRUPA NA UNI,Оба пола,university_degree,13
2013,Број,KRUPA NA UNI,M,university_degree,7
2013,Број,KRUPA NA UNI,Ж,university_degree,6
2013,Број,KUPRES,Оба пола,university_degree,4
2013,Број,KUPRES,M,university_degree,3
2013,Број,KUPRES,Ж,university_degree,1
2013,Број,LAKTASI,Оба пола,university_degree,1729
2013,Број,LAKTASI,M,university_degree,829
2013,Број,LAKTASI,Ж,university_degree,900
2013,Број,LOPARE,Оба пола,university_degree,560
2013,Број,LOPARE,M,university_degree,264
2013,Број,LOPARE,Ж,university_degree,296
2013,Број,LJUBINJE,Оба пола,university_degree,255
2013,Број,LJUBINJE,M,university_degree,145
2013,Број,LJUBINJE,Ж,university_degree,110
2013,Број,MILICI,Оба пола,university_degree,573
2013,Број,MILICI,M,university_degree,295
2013,Број,MILICI,Ж,university_degree,278
2013,Број,MODRICA,Оба пола,university_degree,1186
2013,Број,MODRICA,M,university_degree,605
2013,Број,MODRICA,Ж,university_degree,581
2013,Број,MRKONJIC GRAD,Оба пола,university_degree,832
2013,Број,MRKONJIC GRAD,M,university_degree,410
2013,Број,MRKONJIC GRAD,Ж,university_degree,422
2013,Број,NEVESINJE,Оба пола,university_degree,856
2013,Број,NEVESINJE,M,university_degree,459
2013,Број,NEVESINJE,Ж,university_degree,397
2013,Број,NOVI GRAD,Оба пола,university_degree,1243
2013,Број,NOVI GRAD,M,university_degree,602
2013,Број,NOVI GRAD,Ж,university_degree,641
2013,Број,NOVO GORAZDE,Оба пола,university_degree,145
2013,Број,NOVO GORAZDE,M,university_degree,71
2013,Број,NOVO GORAZDE,Ж,university_degree,74
2013,Број,OSMACI,Оба пола,university_degree,235
2013,Број,OSMACI,M,university_degree,148
2013,Број,OSMACI,Ж,university_degree,87
2013,Број,OSTRA LUKA,Оба пола,university_degree,55
2013,Број,OSTRA LUKA,M,university_degree,24
2013,Број,OSTRA LUKA,Ж,university_degree,31
2013,Број,PALE,Оба пола,university_degree,2538
2013,Број,PALE,M,university_degree,1148
2013,Број,PALE,Ж,university_degree,1390
2013,Број,PELAGICEVO,Оба пола,university_degree,94
2013,Број,PELAGICEVO,M,university_degree,53
2013,Број,PELAGICEVO,Ж,university_degree,41
2013,Број,PETROVAC,Оба пола,university_degree,26
2013,Број,PETROVAC,M,university_degree,13
2013,Број,PETROVAC,Ж,university_degree,13
2013,Број,PETROVO,Оба пола,university_degree,259
2013,Број,PETROVO,M,university_degree,134
2013,Број,PETROVO,Ж,university_degree,125
2013,Број,PRIJEDOR,Оба пола,university_degree,4646
2013,Број,PRIJEDOR,M,university_degree,2220
2013,Број,PRIJEDOR,Ж,university_degree,2426
2013,Број,PRNJAVOR,Оба пола,university_degree,1336
2013,Број,PRNJAVOR,M,university_degree,627
2013,Број,PRNJAVOR,Ж,university_degree,709
2013,Број,RIBNIK,Оба пола,university_degree,195
2013,Број,RIBNIK,M,university_degree,108
2013,Број,RIBNIK,Ж,university_degree,87
2013,Број,ROGATICA,Оба пола,university_degree,702
2013,Број,ROGATICA,M,university_degree,354
2013,Број,ROGATICA,Ж,university_degree,348
2013,Број,RUDO,Оба пола,university_degree,454
2013,Број,RUDO,M,university_degree,232
2013,Број,RUDO,Ж,university_degree,222
2013,Број,SOKOLAC,Оба пола,university_degree,1113
2013,Број,SOKOLAC,M,university_degree,529
2013,Број,SOKOLAC,Ж,university_degree,584
2013,Број,SRBAC,Оба пола,university_degree,798
2013,Број,SRBAC,M,university_degree,410
2013,Број,SRBAC,Ж,university_degree,388
2013,Број,SREBRENICA,Оба пола,university_degree,741
2013,Број,SREBRENICA,M,university_degree,395
2013,Број,SREBRENICA,Ж,university_degree,346
2013,Број,TESLIC,Оба пола,university_degree,1351
2013,Број,TESLIC,M,university_degree,689
2013,Број,TESLIC,Ж,university_degree,662
2013,Број,TREBINJE,Оба пола,university_degree,3262
2013,Број,TREBINJE,M,university_degree,1642
2013,Број,TREBINJE,Ж,university_degree,1620
2013,Број,TRNOVO,Оба пола,university_degree,139
2013,Број,TRNOVO,M,university_degree,66
2013,Број,TRNOVO,Ж,university_degree,73
2013,Број,UGLJEVIK,Оба пола,university_degree,903
2013,Број,UGLJEVIK,M,university_degree,443
2013,Број,UGLJEVIK,Ж,university_degree,460
2013,Број,FOCA,Оба пола,university_degree,1422
2013,Број,FOCA,M,university_degree,757
2013,Број,FOCA,Ж,university_degree,665
2013,Број,HAN PIJESAK,Оба пола,university_degree,274
2013,Број,HAN PIJESAK,M,university_degree,138
2013,Број,HAN PIJESAK,Ж,university_degree,136
2013,Број,CAJNICE,Оба пола,university_degree,280
2013,Број,CAJNICE,M,university_degree,152
2013,Број,CAJNICE,Ж,university_degree,128
2013,Број,CELINAC,Оба пола,university_degree,618
2013,Број,CELINAC,M,university_degree,290
2013,Број,CELINAC,Ж,university_degree,328
2013,Број,SAMAC,Оба пола,university_degree,911
2013,Број,SAMAC,M,university_degree,494
2013,Број,SAMAC,Ж,university_degree,417
2013,Број,SEKOVICI,Оба пола,university_degree,267
2013,Број,SEKOVICI,M,university_degree,144
2013,Број,SEKOVICI,Ж,university_degree,123
2013,Број,SIPOVO,Оба пола,university_degree,423
2013,Број,SIPOVO,M,university_degree,229
2013,Број,SIPOVO,Ж,university_degree,194
